path,text
crops_icdar15\train\img_253_000.png,Toastwich
crops_icdar15\train\img_181_001.png,Walking
crops_icdar15\train\img_274_001.png,SHEETS
crops_icdar15\train\img_896_014.png,ILLS
crops_icdar15\train\img_635_000.png,SALADSTOP!
crops_icdar15\train\img_39_003.png,that
crops_icdar15\train\img_660_001.png,SPENCER
crops_icdar15\train\img_647_001.png,EXIT
crops_icdar15\train\img_240_051.png,Joy!
crops_icdar15\train\img_861_008.png,COLLECT
crops_icdar15\train\img_577_006.png,Garrett
crops_icdar15\train\img_743_000.png,SALE
crops_icdar15\train\img_130_003.png,Japan
crops_icdar15\train\img_742_006.png,shu
crops_icdar15\train\img_531_005.png,STREET
crops_icdar15\train\img_847_003.png,Global
crops_icdar15\train\img_159_033.png,FOR
crops_icdar15\train\img_374_000.png,SEASON!
crops_icdar15\train\img_637_002.png,FOR
crops_icdar15\train\img_483_004.png,Things
crops_icdar15\train\img_601_002.png,the
crops_icdar15\train\img_112_005.png,Get
crops_icdar15\train\img_902_000.png,MARKS
crops_icdar15\train\img_489_001.png,Magnolia
crops_icdar15\train\img_18_010.png,Add
crops_icdar15\train\img_159_011.png,MARY
crops_icdar15\train\img_925_003.png,FREE
crops_icdar15\train\img_284_028.png,LEAGUE
crops_icdar15\train\img_256_004.png,Tennis
crops_icdar15\train\img_150_007.png,STOP
crops_icdar15\train\img_270_000.png,DIGI
crops_icdar15\train\img_325_002.png,FINGERS
crops_icdar15\train\img_890_012.png,EVA
crops_icdar15\train\img_789_000.png,ORCHARD
crops_icdar15\train\img_268_028.png,Spa
crops_icdar15\train\img_473_008.png,chrec
crops_icdar15\train\img_975_002.png,B2-A7
crops_icdar15\train\img_123_003.png,L10
crops_icdar15\train\img_374_010.png,Jeans
crops_icdar15\train\img_897_007.png,HERE
crops_icdar15\train\img_611_003.png,Color
crops_icdar15\train\img_82_008.png,eserved
crops_icdar15\train\img_272_000.png,Office
crops_icdar15\train\img_732_002.png,Dine
crops_icdar15\train\img_918_003.png,CALIFORNIA
crops_icdar15\train\img_39_023.png,BDT
crops_icdar15\train\img_467_002.png,Love
crops_icdar15\train\img_756_007.png,VICTORIA'S
crops_icdar15\train\img_108_006.png,SCAN
crops_icdar15\train\img_928_007.png,$10
crops_icdar15\train\img_239_000.png,Dover
crops_icdar15\train\img_599_000.png,SNAFFLES
crops_icdar15\train\img_371_002.png,SALE
crops_icdar15\train\img_347_002.png,jam
crops_icdar15\train\img_611_002.png,Long-lasting
crops_icdar15\train\img_671_005.png,50%
crops_icdar15\train\img_485_007.png,183
crops_icdar15\train\img_14_004.png,$4.00
crops_icdar15\train\img_489_000.png,F&N
crops_icdar15\train\img_557_001.png,VINO
crops_icdar15\train\img_20_001.png,PULL
crops_icdar15\train\img_572_008.png,privileges
crops_icdar15\train\img_69_001.png,SPRAY
crops_icdar15\train\img_212_002.png,Line
crops_icdar15\train\img_904_002.png,Alexis
crops_icdar15\train\img_846_006.png,EXIT
crops_icdar15\train\img_769_005.png,SALE
crops_icdar15\train\img_380_000.png,20%
crops_icdar15\train\img_323_013.png,11:42
crops_icdar15\train\img_460_004.png,New
crops_icdar15\train\img_713_007.png,CASINO
crops_icdar15\train\img_649_001.png,RAIL
crops_icdar15\train\img_128_001.png,FIT
crops_icdar15\train\img_436_006.png,Soda
crops_icdar15\train\img_266_001.png,RESTAURANT
crops_icdar15\train\img_652_005.png,CITY
crops_icdar15\train\img_486_004.png,Summit
crops_icdar15\train\img_6_005.png,Reserve
crops_icdar15\train\img_286_000.png,Hurley
crops_icdar15\train\img_175_000.png,MRT
crops_icdar15\train\img_693_000.png,MASTER
crops_icdar15\train\img_94_035.png,MENS
crops_icdar15\train\img_799_000.png,BREAD
crops_icdar15\train\img_307_002.png,lab
crops_icdar15\train\img_572_005.png,SACOOR
crops_icdar15\train\img_562_006.png,Soups
crops_icdar15\train\img_237_002.png,WILDLIFE
crops_icdar15\train\img_410_003.png,FREE
crops_icdar15\train\img_120_008.png,UTown
crops_icdar15\train\img_695_014.png,PRADA
crops_icdar15\train\img_761_001.png,PLACE
crops_icdar15\train\img_815_000.png,BOTTEGA
crops_icdar15\train\img_989_009.png,Serves
crops_icdar15\train\img_173_002.png,and
crops_icdar15\train\img_741_003.png,19.90
crops_icdar15\train\img_887_007.png,OCBC
crops_icdar15\train\img_248_002.png,Fusionopolis
